[19:15:21][game_application.cpp:454]: Game Version: Cepheus v3.4.3
[19:15:21][defines.cpp:128]: 1670 defines loaded
[19:15:38][gamecontrolcommands.cpp:367]: Sending sync response, machine id: 1
[19:15:38][galaxy_generator.cpp:399]: Creating Star! Random: 403213714, Position: 99.41967 235.02024
[19:15:38][galaxy_generator.cpp:399]: Creating Star! Random: 403213721, Position: -215.85893 45.70368
[19:15:38][galaxy_generator.cpp:399]: Creating Star! Random: 403213728, Position: 29.02489 -298.56102
[19:15:38][galaxy_generator.cpp:399]: Creating Star! Random: 403213735, Position: -213.71594 -312.61504
[19:15:38][galaxy_generator.cpp:399]: Creating Star! Random: 403213742, Position: 229.18682 -128.32067
[19:15:38][galaxy_generator.cpp:399]: Creating Star! Random: 403213749, Position: 133.75077 -42.80176
[19:15:38][galaxy_generator.cpp:399]: Creating Star! Random: 403213756, Position: -128.46832 -343.4384
[19:15:38][galaxy_generator.cpp:399]: Creating Star! Random: 403213770, Position: 173.38968 160.19455
[19:15:38][galaxy_generator.cpp:399]: Creating Star! Random: 403213777, Position: 218.52929 270.49898
[19:15:38][galaxy_generator.cpp:399]: Creating Star! Random: 403213784, Position: -291.02044 156.34942
[19:15:38][galaxy_generator.cpp:399]: Creating Star! Random: 403213791, Position: 182.54314 -104.65386
[19:15:38][galaxy_generator.cpp:399]: Creating Star! Random: 403213798, Position: -393.89131 10.24276
[19:15:38][galaxy_generator.cpp:399]: Creating Star! Random: 403213805, Position: 28.41121 -269.50521
[19:15:38][galaxy_generator.cpp:399]: Creating Star! Random: 403213812, Position: -330.51255 145.92588
[19:15:38][galaxy_generator.cpp:399]: Creating Star! Random: 403213819, Position: 256.49137 196.58296
[19:15:38][galaxy_generator.cpp:399]: Creating Star! Random: 403213826, Position: 309.64185 68.3439
[19:15:38][galaxy_generator.cpp:399]: Creating Star! Random: 403213833, Position: -158.78583 -72.02708
[19:15:38][galaxy_generator.cpp:399]: Creating Star! Random: 403213840, Position: 267.39107 193.49896
[19:15:38][galaxy_generator.cpp:399]: Creating Star! Random: 403213847, Position: -436.2078 -22.0776
[19:15:38][galaxy_generator.cpp:399]: Creating Star! Random: 403213854, Position: -112.72533 -398.68325
[19:15:38][galaxy_generator.cpp:399]: Creating Star! Random: 403213861, Position: 245.66252 -86.24685
[19:15:38][galaxy_generator.cpp:399]: Creating Star! Random: 403213868, Position: -442.66692 -47.34028
[19:15:38][galaxy_generator.cpp:399]: Creating Star! Random: 403213875, Position: 148.27079 70.30535
[19:15:38][galaxy_generator.cpp:399]: Creating Star! Random: 403213882, Position: 107.74841 -159.49983
[19:15:38][galaxy_generator.cpp:399]: Creating Star! Random: 403213889, Position: 261.12754 98.54758
[19:15:38][galaxy_generator.cpp:399]: Creating Star! Random: 403213896, Position: 420.52349 -29.51757
[19:15:38][galaxy_generator.cpp:399]: Creating Star! Random: 403213903, Position: -24.00237 156.2789
[19:15:38][galaxy_generator.cpp:399]: Creating Star! Random: 403213910, Position: -149.32546 -324.18067
[19:15:38][galaxy_generator.cpp:399]: Creating Star! Random: 403213917, Position: -175.77134 -79.00301
[19:15:38][galaxy_generator.cpp:399]: Creating Star! Random: 403213924, Position: 44.73807 254.96334
[19:15:38][galaxy_generator.cpp:399]: Creating Star! Random: 403213931, Position: 166.27766 128.08509
[19:15:38][galaxy_generator.cpp:399]: Creating Star! Random: 403213938, Position: 195.97553 108.8347
[19:15:38][galaxy_generator.cpp:399]: Creating Star! Random: 403213945, Position: 145.65018 196.37192
[19:15:38][galaxy_generator.cpp:399]: Creating Star! Random: 403213952, Position: -125.69989 -219.66548
[19:15:38][galaxy_generator.cpp:399]: Creating Star! Random: 403213959, Position: 182.66266 66.74078
[19:15:38][galaxy_generator.cpp:399]: Creating Star! Random: 403213966, Position: 157.33047 -166.98425
[19:15:38][galaxy_generator.cpp:399]: Creating Star! Random: 403213973, Position: 164.30004 166.77446
[19:15:38][galaxy_generator.cpp:399]: Creating Star! Random: 403213980, Position: -342.76717 185.17092
[19:15:38][galaxy_generator.cpp:399]: Creating Star! Random: 403213987, Position: 52.19736 -409.49978
[19:15:38][galaxy_generator.cpp:399]: Creating Star! Random: 403213994, Position: -27.6456 -375.7677
[19:15:38][galaxy_generator.cpp:399]: Creating Star! Random: 403214001, Position: 153.28609 36.58264
[19:15:38][galaxy_generator.cpp:399]: Creating Star! Random: 403214008, Position: 405.50464 120.50026
[19:15:38][galaxy_generator.cpp:399]: Creating Star! Random: 403214015, Position: -231.73063 -207.41192
[19:15:38][galaxy_generator.cpp:399]: Creating Star! Random: 403214022, Position: 71.67226 -280.90719
[19:15:38][galaxy_generator.cpp:399]: Creating Star! Random: 403214029, Position: 344.3508 -144.85382
[19:15:38][galaxy_generator.cpp:399]: Creating Star! Random: 403214036, Position: 82.55226 -256.12845
[19:15:38][galaxy_generator.cpp:399]: Creating Star! Random: 403214050, Position: -283.47432 238.43489
[19:15:38][galaxy_generator.cpp:399]: Creating Star! Random: 403214057, Position: 350.61669 -162.82717
[19:15:38][galaxy_generator.cpp:399]: Creating Star! Random: 403214064, Position: 97.42276 395.19873
[19:15:38][galaxy_generator.cpp:399]: Creating Star! Random: 403214071, Position: -284.65904 28.12905
[19:15:38][galaxy_generator.cpp:399]: Creating Star! Random: 403214078, Position: -140.0098 -63.69812
[19:15:38][galaxy_generator.cpp:399]: Creating Star! Random: 403214085, Position: 229.07244 -100.2848
[19:15:38][galaxy_generator.cpp:399]: Creating Star! Random: 403214092, Position: 143.18204 -253.07878
[19:15:38][galaxy_generator.cpp:399]: Creating Star! Random: 403214099, Position: 18.17866 -187.61694
[19:15:38][galaxy_generator.cpp:399]: Creating Star! Random: 403214106, Position: 260.82612 -190.34007
[19:15:38][galaxy_generator.cpp:399]: Creating Star! Random: 403214113, Position: 113.2449 247.30199
[19:15:38][galaxy_generator.cpp:399]: Creating Star! Random: 403214120, Position: 80.00775 -147.09407
[19:15:38][galaxy_generator.cpp:399]: Creating Star! Random: 403214127, Position: 249.61901 -34.36277
[19:15:38][galaxy_generator.cpp:399]: Creating Star! Random: 403214134, Position: -168.6806 -41.13505
[19:15:38][galaxy_generator.cpp:399]: Creating Star! Random: 403214141, Position: 424.48415 -59.61363
[19:15:38][galaxy_generator.cpp:399]: Creating Star! Random: 403214148, Position: -271.65676 58.46501
[19:15:38][galaxy_generator.cpp:399]: Creating Star! Random: 403214155, Position: 295.52083 40.01702
[19:15:38][galaxy_generator.cpp:399]: Creating Star! Random: 403214162, Position: -378.33888 101.22859
[19:15:38][galaxy_generator.cpp:399]: Creating Star! Random: 403214169, Position: -178.81957 -39.45713
[19:15:38][galaxy_generator.cpp:399]: Creating Star! Random: 403214176, Position: 296.33991 118.58509
[19:15:38][galaxy_generator.cpp:399]: Creating Star! Random: 403214197, Position: 288.98072 9.22171
[19:15:38][galaxy_generator.cpp:399]: Creating Star! Random: 403214204, Position: 216.51763 230.68745
[19:15:38][galaxy_generator.cpp:399]: Creating Star! Random: 403214211, Position: 160.63195 -259.07445
[19:15:38][galaxy_generator.cpp:399]: Creating Star! Random: 403214218, Position: -383.46707 49.38979
[19:15:38][galaxy_generator.cpp:399]: Creating Star! Random: 403214225, Position: 21.13896 -148.09064
[19:15:38][galaxy_generator.cpp:399]: Creating Star! Random: 403214239, Position: 77.07076 248.90254
[19:15:38][galaxy_generator.cpp:399]: Creating Star! Random: 403214246, Position: 290.88981 -215.79974
[19:15:38][galaxy_generator.cpp:399]: Creating Star! Random: 403214253, Position: 112.55844 166.66693
[19:15:38][galaxy_generator.cpp:399]: Creating Star! Random: 403214260, Position: 178.33712 109.65044
[19:15:38][galaxy_generator.cpp:399]: Creating Star! Random: 403214267, Position: 243.37083 -218.8387
[19:15:38][galaxy_generator.cpp:399]: Creating Star! Random: 403214274, Position: -264.33465 44.80584
[19:15:38][galaxy_generator.cpp:399]: Creating Star! Random: 403214281, Position: 372.29121 217.01406
[19:15:38][galaxy_generator.cpp:399]: Creating Star! Random: 403214295, Position: -70.0477 443.78189
[19:15:38][galaxy_generator.cpp:399]: Creating Star! Random: 403214302, Position: 420.64732 -47.80447
[19:15:38][galaxy_generator.cpp:399]: Creating Star! Random: 403214316, Position: -53.92093 -293.62712
[19:15:38][galaxy_generator.cpp:399]: Creating Star! Random: 403214323, Position: 246.0846 -235.22897
[19:15:38][galaxy_generator.cpp:399]: Creating Star! Random: 403214330, Position: -157.68362 -345.80761
[19:15:38][galaxy_generator.cpp:399]: Creating Star! Random: 403214337, Position: -153.6359 -141.58361
[19:15:38][galaxy_generator.cpp:399]: Creating Star! Random: 403214344, Position: 157.72528 96.69945
[19:15:38][galaxy_generator.cpp:399]: Creating Star! Random: 403214351, Position: -191.87854 -127.37251
[19:15:38][galaxy_generator.cpp:399]: Creating Star! Random: 403214365, Position: 7.28829 -284.09063
[19:15:38][galaxy_generator.cpp:399]: Creating Star! Random: 403214372, Position: 46.33424 -297.56811
[19:15:38][galaxy_generator.cpp:399]: Creating Star! Random: 403214379, Position: -181.70618 134.59349
[19:15:38][galaxy_generator.cpp:399]: Creating Star! Random: 403214386, Position: -225.27634 59.84073
[19:15:38][galaxy_generator.cpp:399]: Creating Star! Random: 403214393, Position: 22.00018 148.08897
[19:15:38][galaxy_generator.cpp:399]: Creating Star! Random: 403214400, Position: -39.6135 409.05548
[19:15:38][galaxy_generator.cpp:399]: Creating Star! Random: 403214407, Position: -282.35094 252.64474
[19:15:38][galaxy_generator.cpp:399]: Creating Star! Random: 403214414, Position: 171.94132 -14.85536
[19:15:38][galaxy_generator.cpp:399]: Creating Star! Random: 403214421, Position: -38.90281 144.051
[19:15:38][galaxy_generator.cpp:399]: Creating Star! Random: 403214435, Position: -49.49077 153.34703
[19:15:38][galaxy_generator.cpp:399]: Creating Star! Random: 403214449, Position: -261.07109 341.79167
[19:15:38][galaxy_generator.cpp:399]: Creating Star! Random: 403214456, Position: 43.50337 281.29928
[19:15:38][galaxy_generator.cpp:399]: Creating Star! Random: 403214463, Position: -276.42943 -92.36542
[19:15:38][galaxy_generator.cpp:399]: Creating Star! Random: 403214470, Position: -9.83145 -249.83645
[19:15:38][galaxy_generator.cpp:399]: Creating Star! Random: 403214477, Position: 176.33684 347.14273
[19:15:38][galaxy_generator.cpp:399]: Creating Star! Random: 403214491, Position: -122.41121 -381.80648
[19:15:38][galaxy_generator.cpp:399]: Creating Star! Random: 403214498, Position: 142.55136 -145.39575
[19:15:38][galaxy_generator.cpp:399]: Creating Star! Random: 403214505, Position: -133.05443 29.33895
[19:15:38][galaxy_generator.cpp:399]: Creating Star! Random: 403214512, Position: -417.04701 -26.26169
[19:15:38][galaxy_generator.cpp:399]: Creating Star! Random: 403214519, Position: -11.09597 164.60789
[19:15:38][galaxy_generator.cpp:399]: Creating Star! Random: 403214526, Position: 256.21805 132.67647
[19:15:38][galaxy_generator.cpp:399]: Creating Star! Random: 403214533, Position: -426.4804 -62.70695
[19:15:38][galaxy_generator.cpp:399]: Creating Star! Random: 403214540, Position: -131.8675 267.85651
[19:15:38][galaxy_generator.cpp:399]: Creating Star! Random: 403214554, Position: 422.65018 109.51282
[19:15:38][galaxy_generator.cpp:399]: Creating Star! Random: 403214561, Position: -270.74146 -118.47486
[19:15:38][galaxy_generator.cpp:399]: Creating Star! Random: 403214575, Position: -70.848 -207.17106
[19:15:38][galaxy_generator.cpp:399]: Creating Star! Random: 403214582, Position: -27.17723 282.8858
[19:15:38][galaxy_generator.cpp:399]: Creating Star! Random: 403214589, Position: 264.93872 -10.73279
[19:15:38][galaxy_generator.cpp:399]: Creating Star! Random: 403214596, Position: -297.43109 -134.24975
[19:15:38][galaxy_generator.cpp:399]: Creating Star! Random: 403214603, Position: -177.60063 -51.21121
[19:15:38][galaxy_generator.cpp:399]: Creating Star! Random: 403214610, Position: 213.3158 248.66423
[19:15:38][galaxy_generator.cpp:399]: Creating Star! Random: 403214617, Position: -278.90166 3.37441
[19:15:38][galaxy_generator.cpp:399]: Creating Star! Random: 403214624, Position: 171.21019 -154.11198
[19:15:38][galaxy_generator.cpp:399]: Creating Star! Random: 403214631, Position: -293.82466 16.9993
[19:15:38][galaxy_generator.cpp:399]: Creating Star! Random: 403214638, Position: 135.70383 -17.27836
[19:15:38][galaxy_generator.cpp:399]: Creating Star! Random: 403214645, Position: 132.47244 124.21561
[19:15:38][galaxy_generator.cpp:399]: Creating Star! Random: 403214652, Position: 40.30786 -164.5301
[19:15:38][galaxy_generator.cpp:399]: Creating Star! Random: 403214659, Position: -39.98832 293.30777
[19:15:38][galaxy_generator.cpp:399]: Creating Star! Random: 403214666, Position: 360.20834 -84.42198
[19:15:38][galaxy_generator.cpp:399]: Creating Star! Random: 403214673, Position: 181.71054 54.44759
[19:15:38][galaxy_generator.cpp:399]: Creating Star! Random: 403214680, Position: 292.59987 106.15084
[19:15:38][galaxy_generator.cpp:399]: Creating Star! Random: 403214687, Position: 199.70948 275.59126
[19:15:38][galaxy_generator.cpp:399]: Creating Star! Random: 403214694, Position: -192.50189 -272.31089
[19:15:38][galaxy_generator.cpp:399]: Creating Star! Random: 403214701, Position: 18.21088 -320.7652
[19:15:38][galaxy_generator.cpp:399]: Creating Star! Random: 403214708, Position: 378.17089 193.86473
[19:15:38][galaxy_generator.cpp:399]: Creating Star! Random: 403214715, Position: -287.97761 189.97636
[19:15:38][galaxy_generator.cpp:399]: Creating Star! Random: 403214722, Position: -122.69675 -127.48262
[19:15:38][galaxy_generator.cpp:399]: Creating Star! Random: 403214729, Position: -158.59525 0.76738
[19:15:38][galaxy_generator.cpp:399]: Creating Star! Random: 403214736, Position: -396.14618 79.62938
[19:15:38][galaxy_generator.cpp:399]: Creating Star! Random: 403214743, Position: 44.28189 -194.04581
[19:15:38][galaxy_generator.cpp:399]: Creating Star! Random: 403214750, Position: 162.71506 -0.03887
[19:15:38][galaxy_generator.cpp:399]: Creating Star! Random: 403214757, Position: 17.10705 -249.32017
[19:15:38][galaxy_generator.cpp:399]: Creating Star! Random: 403214771, Position: 385.91407 157.27268
[19:15:38][galaxy_generator.cpp:399]: Creating Star! Random: 403214778, Position: -237.66839 -228.94689
[19:15:38][galaxy_generator.cpp:399]: Creating Star! Random: 403214785, Position: 432.10908 12.29701
[19:15:38][galaxy_generator.cpp:399]: Creating Star! Random: 403214792, Position: -271.76422 -57.55551
[19:15:38][galaxy_generator.cpp:399]: Creating Star! Random: 403214799, Position: 237.30415 228.38252
[19:15:38][galaxy_generator.cpp:399]: Creating Star! Random: 403214806, Position: 46.76781 129.61457
[19:15:38][galaxy_generator.cpp:399]: Creating Star! Random: 403214813, Position: -52.96332 302.94308
[19:15:38][galaxy_generator.cpp:399]: Creating Star! Random: 403214820, Position: -277.5203 -204.02966
[19:15:38][galaxy_generator.cpp:399]: Creating Star! Random: 403214827, Position: 399.39228 55.3298
[19:15:38][galaxy_generator.cpp:399]: Creating Star! Random: 403214834, Position: -102.95905 278.6059
[19:15:38][galaxy_generator.cpp:399]: Creating Star! Random: 403214841, Position: 196.50865 86.9284
[19:15:38][galaxy_generator.cpp:399]: Creating Star! Random: 403214848, Position: -152.0124 -122.79991
[19:15:38][galaxy_generator.cpp:399]: Creating Star! Random: 403214862, Position: -219.7289 383.4982
[19:15:38][galaxy_generator.cpp:399]: Creating Star! Random: 403214869, Position: -36.79631 -383.73414
[19:15:38][galaxy_generator.cpp:399]: Creating Star! Random: 403214883, Position: 314.99073 -21.8344
[19:15:38][galaxy_generator.cpp:399]: Creating Star! Random: 403214890, Position: -333.11996 190.80056
[19:15:38][galaxy_generator.cpp:399]: Creating Star! Random: 403214897, Position: -157.17958 -109.4768
[19:15:38][galaxy_generator.cpp:399]: Creating Star! Random: 403214904, Position: -353.60605 -275.37398
[19:15:38][galaxy_generator.cpp:399]: Creating Star! Random: 403214925, Position: -347.26637 106.48079
[19:15:38][galaxy_generator.cpp:399]: Creating Star! Random: 403214932, Position: -282.48782 15.81108
[19:15:38][galaxy_generator.cpp:399]: Creating Star! Random: 403214946, Position: -274.37111 42.00897
[19:15:38][galaxy_generator.cpp:399]: Creating Star! Random: 403214953, Position: -368.03349 132.22289
[19:15:38][galaxy_generator.cpp:399]: Creating Star! Random: 403214960, Position: 183.54719 -281.9593
[19:15:38][galaxy_generator.cpp:399]: Creating Star! Random: 403214967, Position: 32.75355 -147.66056
[19:15:38][galaxy_generator.cpp:399]: Creating Star! Random: 403214981, Position: 379.46193 229.62298
[19:15:38][galaxy_generator.cpp:399]: Creating Star! Random: 403214988, Position: -91.04622 -237.52194
[19:15:38][galaxy_generator.cpp:399]: Creating Star! Random: 403214995, Position: 273.5456 54.35276
[19:15:38][galaxy_generator.cpp:399]: Creating Star! Random: 403215002, Position: 67.52938 -167.50046
[19:15:38][galaxy_generator.cpp:399]: Creating Star! Random: 403215030, Position: 255.90077 -46.07397
[19:15:38][galaxy_generator.cpp:399]: Creating Star! Random: 403215037, Position: 390.41 -59.6787
[19:15:38][galaxy_generator.cpp:399]: Creating Star! Random: 403215058, Position: 177.58142 277.42815
[19:15:38][galaxy_generator.cpp:399]: Creating Star! Random: 403215065, Position: 167.2588 81.46932
[19:15:38][galaxy_generator.cpp:399]: Creating Star! Random: 403215079, Position: 40.50954 375.58636
[19:15:38][galaxy_generator.cpp:399]: Creating Star! Random: 403215086, Position: -140.95416 283.08113
[19:15:38][galaxy_generator.cpp:399]: Creating Star! Random: 403215093, Position: 144.00286 -165.28994
[19:15:38][galaxy_generator.cpp:399]: Creating Star! Random: 403215100, Position: -281.1899 216.18206
[19:15:38][galaxy_generator.cpp:399]: Creating Star! Random: 403215107, Position: -171.23266 295.93642
[19:15:38][galaxy_generator.cpp:399]: Creating Star! Random: 403215128, Position: 28.56504 -280.30095
[19:15:38][galaxy_generator.cpp:399]: Creating Star! Random: 403215135, Position: -211.19009 -278.96753
[19:15:38][galaxy_generator.cpp:399]: Creating Star! Random: 403215142, Position: -324.72021 -95.99979
[19:15:38][galaxy_generator.cpp:399]: Creating Star! Random: 403215149, Position: 296.63304 18.99781
[19:15:38][galaxy_generator.cpp:399]: Creating Star! Random: 403215156, Position: 148.6489 125.54174
[19:15:38][galaxy_generator.cpp:399]: Creating Star! Random: 403215163, Position: 406.79658 91.27062
[19:15:38][galaxy_generator.cpp:399]: Creating Star! Random: 403215170, Position: -15.96395 -164.51973
[19:15:38][galaxy_generator.cpp:399]: Creating Star! Random: 403215177, Position: 54.8314 366.61034
[19:15:38][galaxy_generator.cpp:399]: Creating Star! Random: 403215184, Position: -191.27729 293.75566
[19:15:38][galaxy_generator.cpp:399]: Creating Star! Random: 403215198, Position: 70.40142 -151.96388
[19:15:38][galaxy_generator.cpp:399]: Creating Star! Random: 403215205, Position: -89.15045 390.47915
[19:15:38][galaxy_generator.cpp:399]: Creating Star! Random: 403215219, Position: -260.23948 -138.94971
[19:15:38][galaxy_generator.cpp:399]: Creating Star! Random: 403215226, Position: -41.9174 -296.64993
[19:15:38][galaxy_generator.cpp:399]: Creating Star! Random: 403215233, Position: -215.22435 -257.40764
[19:15:38][galaxy_generator.cpp:399]: Creating Star! Random: 403215254, Position: 401.89332 188.55306
[19:15:38][galaxy_generator.cpp:399]: Creating Star! Random: 403215261, Position: -336.55999 160.83945
[19:15:38][galaxy_generator.cpp:399]: Creating Star! Random: 403215268, Position: -153.6237 -307.82517
[19:15:38][galaxy_generator.cpp:399]: Creating Star! Random: 403215275, Position: 238.24574 246.6923
[19:15:38][galaxy_generator.cpp:399]: Creating Star! Random: 403215282, Position: -426.14349 -51.97905
[19:15:38][galaxy_generator.cpp:399]: Creating Star! Random: 403215289, Position: -166.86485 116.13602
[19:15:38][galaxy_generator.cpp:399]: Creating Star! Random: 403215296, Position: 257.30737 161.00374
[19:15:38][galaxy_generator.cpp:399]: Creating Star! Random: 403215303, Position: 111.84935 -406.69621
[19:15:38][galaxy_generator.cpp:399]: Creating Star! Random: 403215310, Position: -357.05608 78.87807
[19:15:38][galaxy_generator.cpp:399]: Creating Star! Random: 403215317, Position: -51.38397 -230.06867
[19:15:38][galaxy_generator.cpp:399]: Creating Star! Random: 403215324, Position: -0.41735 291.13302
[19:15:38][galaxy_generator.cpp:399]: Creating Star! Random: 403215338, Position: 83.79094 -170.60863
[19:15:38][galaxy_generator.cpp:399]: Creating Star! Random: 403215345, Position: -374.81611 10.76761
[19:15:38][galaxy_generator.cpp:399]: Creating Star! Random: 403215366, Position: -88.2439 402.01232
[19:15:38][galaxy_generator.cpp:399]: Creating Star! Random: 403215373, Position: 63.13217 252.54428
[19:15:38][galaxy_generator.cpp:399]: Creating Star! Random: 403215380, Position: 91.03631 -312.28603
[19:15:38][galaxy_generator.cpp:399]: Creating Star! Random: 403215387, Position: -141.26921 -24.6937
[19:15:38][galaxy_generator.cpp:399]: Creating Star! Random: 403215394, Position: 137.60165 148.07383
[19:15:38][galaxy_generator.cpp:399]: Creating Star! Random: 403215401, Position: -279.2178 -107.29948
[19:15:38][galaxy_generator.cpp:399]: Creating Star! Random: 403215408, Position: 231.37639 278.24728
[19:15:38][galaxy_generator.cpp:399]: Creating Star! Random: 403215415, Position: 403.12617 109.92756
[19:15:38][galaxy_generator.cpp:399]: Creating Star! Random: 403215422, Position: 101.57697 -406.40412
[19:15:38][galaxy_generator.cpp:399]: Creating Star! Random: 403215429, Position: 23.25087 277.57484
[19:15:38][galaxy_generator.cpp:399]: Creating Star! Random: 403215436, Position: -306.37251 -146.01283
[19:15:38][galaxy_generator.cpp:399]: Creating Star! Random: 403215450, Position: -79.80751 175.30198
[19:15:38][galaxy_generator.cpp:399]: Creating Star! Random: 403215457, Position: -240.43417 258.76175
[19:15:38][galaxy_generator.cpp:399]: Creating Star! Random: 403215464, Position: -277.21672 -189.06645
[19:15:38][galaxy_generator.cpp:399]: Creating Star! Random: 403215471, Position: 252.34111 -63.12554
[19:15:38][galaxy_generator.cpp:399]: Creating Star! Random: 403215478, Position: -104.65309 291.69465
[19:15:38][galaxy_generator.cpp:399]: Creating Star! Random: 403215485, Position: 377.4305 -91.35423
[19:15:38][galaxy_generator.cpp:399]: Creating Star! Random: 403215499, Position: -38.68718 -139.30707
[19:15:38][galaxy_generator.cpp:399]: Creating Star! Random: 403215506, Position: 252.11144 -349.27517
[19:15:38][galaxy_generator.cpp:399]: Creating Star! Random: 403215513, Position: -2.82154 181.84457
[19:15:38][galaxy_generator.cpp:399]: Creating Star! Random: 403215520, Position: -30.01413 -268.72765
[19:15:38][galaxy_generator.cpp:399]: Creating Star! Random: 403215534, Position: 274.08733 -199.23983
[19:15:38][galaxy_generator.cpp:399]: Creating Star! Random: 403215541, Position: -319.56663 187.55826
[19:15:38][galaxy_generator.cpp:399]: Creating Star! Random: 403215548, Position: 134.7049 -133.72175
[19:15:38][galaxy_generator.cpp:399]: Creating Star! Random: 403215555, Position: 150.32702 -320.91231
[19:15:38][galaxy_generator.cpp:399]: Creating Star! Random: 403215562, Position: -247.20725 -236.28872
[19:15:38][galaxy_generator.cpp:399]: Creating Star! Random: 403215569, Position: 286.36267 -344.18319
[19:15:38][galaxy_generator.cpp:399]: Creating Star! Random: 403215583, Position: 80.44477 282.91552
[19:15:38][galaxy_generator.cpp:399]: Creating Star! Random: 403215597, Position: -9.872 -419.71718
