[07:15:57][game_application.cpp:448]: Game Version: Libra v3.3.4
[07:15:57][defines.cpp:128]: 1530 defines loaded
[07:17:19][gamecontrolcommands.cpp:366]: Sending sync response, machine id: 1
[07:17:19][galaxy_generator.cpp:398]: Creating Star! Random: 1566697017, Position: 253.33121 -64.05761
[07:17:19][galaxy_generator.cpp:398]: Creating Star! Random: 1566697024, Position: -103.00644 304.70971
[07:17:19][galaxy_generator.cpp:398]: Creating Star! Random: 1566697031, Position: 131.23796 273.96304
[07:17:19][galaxy_generator.cpp:398]: Creating Star! Random: 1566697038, Position: 59.00474 -298.80594
[07:17:19][galaxy_generator.cpp:398]: Creating Star! Random: 1566697045, Position: -267.30816 118.37344
[07:17:19][galaxy_generator.cpp:398]: Creating Star! Random: 1566697052, Position: 432.4507 93.05286
[07:17:19][galaxy_generator.cpp:398]: Creating Star! Random: 1566697059, Position: 414.43923 -55.16708
[07:17:19][galaxy_generator.cpp:398]: Creating Star! Random: 1566697066, Position: -144.26632 307.92384
[07:17:19][galaxy_generator.cpp:398]: Creating Star! Random: 1566697073, Position: 71.23554 389.80802
[07:17:19][galaxy_generator.cpp:398]: Creating Star! Random: 1566697080, Position: -322.26418 -15.91709
[07:17:19][galaxy_generator.cpp:398]: Creating Star! Random: 1566697087, Position: 406.15722 13.74745
[07:17:19][galaxy_generator.cpp:398]: Creating Star! Random: 1566697094, Position: -195.27053 177.5141
[07:17:19][galaxy_generator.cpp:398]: Creating Star! Random: 1566697101, Position: 148.07481 393.99131
[07:17:19][galaxy_generator.cpp:398]: Creating Star! Random: 1566697108, Position: 88.04518 141.49511
[07:17:19][galaxy_generator.cpp:398]: Creating Star! Random: 1566697122, Position: -284.81455 -235.24064
[07:17:19][galaxy_generator.cpp:398]: Creating Star! Random: 1566697129, Position: 190.33555 77.72706
[07:17:19][galaxy_generator.cpp:398]: Creating Star! Random: 1566697136, Position: -102.70676 332.01415
[07:17:19][galaxy_generator.cpp:398]: Creating Star! Random: 1566697143, Position: 20.49296 -162.40074
[07:17:19][galaxy_generator.cpp:398]: Creating Star! Random: 1566697150, Position: 93.37157 231.76456
[07:17:19][galaxy_generator.cpp:398]: Creating Star! Random: 1566697157, Position: -274.93656 76.86076
[07:17:19][galaxy_generator.cpp:398]: Creating Star! Random: 1566697164, Position: 343.426 4.32958
[07:17:19][galaxy_generator.cpp:398]: Creating Star! Random: 1566697171, Position: -183.46194 259.79524
[07:17:19][galaxy_generator.cpp:398]: Creating Star! Random: 1566697178, Position: -224.81219 166.30655
[07:17:19][galaxy_generator.cpp:398]: Creating Star! Random: 1566697185, Position: 206.32336 46.38079
[07:17:19][galaxy_generator.cpp:398]: Creating Star! Random: 1566697192, Position: -310.61329 37.12308
[07:17:19][galaxy_generator.cpp:398]: Creating Star! Random: 1566697199, Position: 131.52288 -407.76119
[07:17:19][galaxy_generator.cpp:398]: Creating Star! Random: 1566697206, Position: 319.78531 -209.44835
[07:17:19][galaxy_generator.cpp:398]: Creating Star! Random: 1566697213, Position: -111.74186 346.34416
[07:17:19][galaxy_generator.cpp:398]: Creating Star! Random: 1566697220, Position: 274.05208 4.39703
[07:17:19][galaxy_generator.cpp:398]: Creating Star! Random: 1566697227, Position: -235.14216 -264.6367
[07:17:19][galaxy_generator.cpp:398]: Creating Star! Random: 1566697241, Position: -167.17252 318.4634
[07:17:19][galaxy_generator.cpp:398]: Creating Star! Random: 1566697248, Position: 44.59006 405.43112
[07:17:19][galaxy_generator.cpp:398]: Creating Star! Random: 1566697255, Position: 322.37376 172.95794
[07:17:19][galaxy_generator.cpp:398]: Creating Star! Random: 1566697269, Position: -170.16732 -341.50941
[07:17:19][galaxy_generator.cpp:398]: Creating Star! Random: 1566697276, Position: 216.01672 -147.90093
[07:17:19][galaxy_generator.cpp:398]: Creating Star! Random: 1566697283, Position: 73.77008 -417.82299
[07:17:19][galaxy_generator.cpp:398]: Creating Star! Random: 1566697297, Position: -48.04219 168.98563
[07:17:19][galaxy_generator.cpp:398]: Creating Star! Random: 1566697304, Position: -102.88898 317.69506
[07:17:19][galaxy_generator.cpp:398]: Creating Star! Random: 1566697318, Position: -290.06255 86.33915
[07:17:19][galaxy_generator.cpp:398]: Creating Star! Random: 1566697325, Position: 33.0949 -214.45542
[07:17:19][galaxy_generator.cpp:398]: Creating Star! Random: 1566697332, Position: 48.08153 -337.27431
[07:17:19][galaxy_generator.cpp:398]: Creating Star! Random: 1566697339, Position: 286.17361 -22.25524
[07:17:19][galaxy_generator.cpp:398]: Creating Star! Random: 1566697346, Position: -229.92814 -282.02791
[07:17:19][galaxy_generator.cpp:398]: Creating Star! Random: 1566697353, Position: -183.64695 -55.24792
[07:17:19][galaxy_generator.cpp:398]: Creating Star! Random: 1566697360, Position: 185.80318 -292.89743
[07:17:19][galaxy_generator.cpp:398]: Creating Star! Random: 1566697367, Position: 167.4603 23.03057
[07:17:19][galaxy_generator.cpp:398]: Creating Star! Random: 1566697374, Position: 84.55417 130.93601
[07:17:19][galaxy_generator.cpp:398]: Creating Star! Random: 1566697381, Position: -309.31056 207.18477
[07:17:19][galaxy_generator.cpp:398]: Creating Star! Random: 1566697388, Position: 424.53349 -54.91405
[07:17:19][galaxy_generator.cpp:398]: Creating Star! Random: 1566697395, Position: -320.94776 -114.07331
[07:17:19][galaxy_generator.cpp:398]: Creating Star! Random: 1566697409, Position: -65.01656 -139.43545
[07:17:19][galaxy_generator.cpp:398]: Creating Star! Random: 1566697416, Position: -135.02131 44.09603
[07:17:19][galaxy_generator.cpp:398]: Creating Star! Random: 1566697423, Position: -203.27115 -103.61872
[07:17:19][galaxy_generator.cpp:398]: Creating Star! Random: 1566697430, Position: -135.62788 199.8592
[07:17:19][galaxy_generator.cpp:398]: Creating Star! Random: 1566697437, Position: 9.7707 160.16441
[07:17:19][galaxy_generator.cpp:398]: Creating Star! Random: 1566697444, Position: -74.78591 -257.70193
[07:17:19][galaxy_generator.cpp:398]: Creating Star! Random: 1566697451, Position: 77.73862 293.32767
[07:17:19][galaxy_generator.cpp:398]: Creating Star! Random: 1566697458, Position: -260.19904 -283.808
[07:17:19][galaxy_generator.cpp:398]: Creating Star! Random: 1566697465, Position: 101.85031 97.69563
[07:17:19][galaxy_generator.cpp:398]: Creating Star! Random: 1566697472, Position: 258.68379 295.69866
[07:17:19][galaxy_generator.cpp:398]: Creating Star! Random: 1566697479, Position: 184.62482 8.74938
[07:17:19][galaxy_generator.cpp:398]: Creating Star! Random: 1566697486, Position: 305.89054 29.76561
[07:17:19][galaxy_generator.cpp:398]: Creating Star! Random: 1566697493, Position: 183.29079 89.78774
[07:17:19][galaxy_generator.cpp:398]: Creating Star! Random: 1566697500, Position: -131.11461 311.54882
[07:17:19][galaxy_generator.cpp:398]: Creating Star! Random: 1566697507, Position: -178.0346 -94.71041
[07:17:19][galaxy_generator.cpp:398]: Creating Star! Random: 1566697514, Position: -188.75049 -105.36781
[07:17:19][galaxy_generator.cpp:398]: Creating Star! Random: 1566697528, Position: 154.22258 -171.00893
[07:17:19][galaxy_generator.cpp:398]: Creating Star! Random: 1566697535, Position: 56.45612 162.2532
[07:17:19][galaxy_generator.cpp:398]: Creating Star! Random: 1566697542, Position: 189.70919 -171.86812
[07:17:19][galaxy_generator.cpp:398]: Creating Star! Random: 1566697549, Position: -254.82532 266.38902
[07:17:19][galaxy_generator.cpp:398]: Creating Star! Random: 1566697556, Position: 91.00444 -303.28488
[07:17:19][galaxy_generator.cpp:398]: Creating Star! Random: 1566697563, Position: -48.54955 291.80507
[07:17:19][galaxy_generator.cpp:398]: Creating Star! Random: 1566697570, Position: 197.56982 135.97943
[07:17:19][galaxy_generator.cpp:398]: Creating Star! Random: 1566697577, Position: -376.80429 90.53349
[07:17:19][galaxy_generator.cpp:398]: Creating Star! Random: 1566697584, Position: 30.86115 -181.45277
[07:17:19][galaxy_generator.cpp:398]: Creating Star! Random: 1566697591, Position: -148.66246 51.8294
[07:17:19][galaxy_generator.cpp:398]: Creating Star! Random: 1566697598, Position: 122.6343 -78.20116
[07:17:19][galaxy_generator.cpp:398]: Creating Star! Random: 1566697605, Position: 347.92236 22.4188
[07:17:19][galaxy_generator.cpp:398]: Creating Star! Random: 1566697612, Position: 109.31186 -198.48894
[07:17:19][galaxy_generator.cpp:398]: Creating Star! Random: 1566697626, Position: -79.85868 191.26435
[07:17:19][galaxy_generator.cpp:398]: Creating Star! Random: 1566697633, Position: 29.00857 137.69413
[07:17:19][galaxy_generator.cpp:398]: Creating Star! Random: 1566697640, Position: -190.5831 168.37591
[07:17:19][galaxy_generator.cpp:398]: Creating Star! Random: 1566697647, Position: -176.89052 -325.98016
[07:17:19][galaxy_generator.cpp:398]: Creating Star! Random: 1566697654, Position: 250.80203 271.39119
[07:17:19][galaxy_generator.cpp:398]: Creating Star! Random: 1566697661, Position: -244.15419 116.02843
[07:17:19][galaxy_generator.cpp:398]: Creating Star! Random: 1566697675, Position: -156.35017 5.64655
[07:17:19][galaxy_generator.cpp:398]: Creating Star! Random: 1566697682, Position: -143.1113 -244.21744
[07:17:19][galaxy_generator.cpp:398]: Creating Star! Random: 1566697689, Position: 54.04453 -313.05308
[07:17:19][galaxy_generator.cpp:398]: Creating Star! Random: 1566697696, Position: 46.24201 -195.88092
[07:17:19][galaxy_generator.cpp:398]: Creating Star! Random: 1566697710, Position: 145.98564 216.49171
[07:17:19][galaxy_generator.cpp:398]: Creating Star! Random: 1566697724, Position: 72.53693 -217.99643
[07:17:19][galaxy_generator.cpp:398]: Creating Star! Random: 1566697731, Position: -160.06865 43.77713
[07:17:19][galaxy_generator.cpp:398]: Creating Star! Random: 1566697745, Position: 91.16109 388.45861
[07:17:19][galaxy_generator.cpp:398]: Creating Star! Random: 1566697759, Position: -420.42176 -37.4952
[07:17:19][galaxy_generator.cpp:398]: Creating Star! Random: 1566697766, Position: -276.65756 58.32867
[07:17:19][galaxy_generator.cpp:398]: Creating Star! Random: 1566697773, Position: 111.95475 -407.42279
[07:17:19][galaxy_generator.cpp:398]: Creating Star! Random: 1566697780, Position: 8.16936 -193.31407
[07:17:19][galaxy_generator.cpp:398]: Creating Star! Random: 1566697787, Position: 60.39394 -171.8311
[07:17:19][galaxy_generator.cpp:398]: Creating Star! Random: 1566697801, Position: 122.48856 -305.32056
[07:17:19][galaxy_generator.cpp:398]: Creating Star! Random: 1566697808, Position: -204.69525 -53.47482
[07:17:19][galaxy_generator.cpp:398]: Creating Star! Random: 1566697815, Position: -274.91841 -239.30716
[07:17:19][galaxy_generator.cpp:398]: Creating Star! Random: 1566697822, Position: 129.01003 241.51674
[07:17:19][galaxy_generator.cpp:398]: Creating Star! Random: 1566697829, Position: 316.57108 147.61562
[07:17:19][galaxy_generator.cpp:398]: Creating Star! Random: 1566697843, Position: -159.19434 55.34383
[07:17:19][galaxy_generator.cpp:398]: Creating Star! Random: 1566697850, Position: -226.16694 123.41085
[07:17:19][galaxy_generator.cpp:398]: Creating Star! Random: 1566697857, Position: -412.98459 -22.90008
[07:17:19][galaxy_generator.cpp:398]: Creating Star! Random: 1566697864, Position: 415.99348 -44.68189
[07:17:19][galaxy_generator.cpp:398]: Creating Star! Random: 1566697871, Position: -137.66693 -190.76394
[07:17:19][galaxy_generator.cpp:398]: Creating Star! Random: 1566697878, Position: -298.17789 -229.80773
[07:17:19][galaxy_generator.cpp:398]: Creating Star! Random: 1566697892, Position: 385.74497 -165.14253
[07:17:19][galaxy_generator.cpp:398]: Creating Star! Random: 1566697906, Position: 159.77829 14.50174
[07:17:19][galaxy_generator.cpp:398]: Creating Star! Random: 1566697913, Position: 342.89663 -174.55234
[07:17:19][galaxy_generator.cpp:398]: Creating Star! Random: 1566697920, Position: -446.25217 -23.16238
[07:17:19][galaxy_generator.cpp:398]: Creating Star! Random: 1566697927, Position: -115.05646 -285.33966
[07:17:19][galaxy_generator.cpp:398]: Creating Star! Random: 1566697934, Position: -167.91165 339.53018
[07:17:19][galaxy_generator.cpp:398]: Creating Star! Random: 1566697948, Position: 229.5337 300.13969
[07:17:19][galaxy_generator.cpp:398]: Creating Star! Random: 1566697955, Position: 108.7933 419.08707
[07:17:19][galaxy_generator.cpp:398]: Creating Star! Random: 1566697969, Position: -298.09409 213.92644
[07:17:19][galaxy_generator.cpp:398]: Creating Star! Random: 1566697976, Position: 284.88276 18.16221
[07:17:19][galaxy_generator.cpp:398]: Creating Star! Random: 1566698004, Position: -399.54104 112.81514
[07:17:19][galaxy_generator.cpp:398]: Creating Star! Random: 1566698011, Position: 1.86597 268.49706
[07:17:19][galaxy_generator.cpp:398]: Creating Star! Random: 1566698018, Position: 56.76614 -216.57087
[07:17:19][galaxy_generator.cpp:398]: Creating Star! Random: 1566698025, Position: 154.42646 185.59131
[07:17:19][galaxy_generator.cpp:398]: Creating Star! Random: 1566698032, Position: -4.43823 160.45586
[07:17:19][galaxy_generator.cpp:398]: Creating Star! Random: 1566698039, Position: 15.38936 -184.276
[07:17:19][galaxy_generator.cpp:398]: Creating Star! Random: 1566698046, Position: 315.86225 243.20062
[07:17:19][galaxy_generator.cpp:398]: Creating Star! Random: 1566698053, Position: -387.86679 171.81706
[07:17:19][galaxy_generator.cpp:398]: Creating Star! Random: 1566698060, Position: 280.53864 46.42396
[07:17:19][galaxy_generator.cpp:398]: Creating Star! Random: 1566698067, Position: -125.27389 -273.9783
[07:17:19][galaxy_generator.cpp:398]: Creating Star! Random: 1566698088, Position: 207.4941 323.734
[07:17:19][galaxy_generator.cpp:398]: Creating Star! Random: 1566698095, Position: 99.67399 -330.88536
[07:17:19][galaxy_generator.cpp:398]: Creating Star! Random: 1566698102, Position: -136.44008 288.69557
[07:17:19][galaxy_generator.cpp:398]: Creating Star! Random: 1566698109, Position: 42.60891 163.84988
[07:17:19][galaxy_generator.cpp:398]: Creating Star! Random: 1566698116, Position: -243.93003 65.11474
[07:17:19][galaxy_generator.cpp:398]: Creating Star! Random: 1566698137, Position: 280.12883 231.10638
[07:17:19][galaxy_generator.cpp:398]: Creating Star! Random: 1566698144, Position: -123.74847 -416.18454
[07:17:19][galaxy_generator.cpp:398]: Creating Star! Random: 1566698151, Position: -134.99783 77.43012
[07:17:19][galaxy_generator.cpp:398]: Creating Star! Random: 1566698158, Position: 381.37885 -139.10805
[07:17:19][galaxy_generator.cpp:398]: Creating Star! Random: 1566698165, Position: 259.29452 -246.11084
[07:17:19][galaxy_generator.cpp:398]: Creating Star! Random: 1566698179, Position: 50.40582 289.90692
[07:17:19][galaxy_generator.cpp:398]: Creating Star! Random: 1566698193, Position: 390.19069 -92.16305
[07:17:19][galaxy_generator.cpp:398]: Creating Star! Random: 1566698200, Position: -315.20773 18.4228
[07:17:19][galaxy_generator.cpp:398]: Creating Star! Random: 1566698207, Position: 107.22846 278.56968
[07:17:19][galaxy_generator.cpp:398]: Creating Star! Random: 1566698214, Position: -399.18351 58.69339
[07:17:19][galaxy_generator.cpp:398]: Creating Star! Random: 1566698221, Position: -187.27074 307.54824
[07:17:19][galaxy_generator.cpp:398]: Creating Star! Random: 1566698235, Position: 250.65299 -299.30877
[07:17:19][galaxy_generator.cpp:398]: Creating Star! Random: 1566698242, Position: -212.48214 169.55407
[07:17:19][galaxy_generator.cpp:398]: Creating Star! Random: 1566698249, Position: 115.845 224.99851
[07:17:19][galaxy_generator.cpp:398]: Creating Star! Random: 1566698256, Position: 137.59737 -22.60519
[07:17:19][galaxy_generator.cpp:398]: Creating Star! Random: 1566698263, Position: 286.20445 -49.13093
[07:17:19][galaxy_generator.cpp:398]: Creating Star! Random: 1566698277, Position: 168.19434 -163.78565
[07:17:19][galaxy_generator.cpp:398]: Creating Star! Random: 1566698284, Position: -112.78325 185.9557
[07:17:19][galaxy_generator.cpp:398]: Creating Star! Random: 1566698291, Position: -6.71698 -153.98994
[07:17:19][galaxy_generator.cpp:398]: Creating Star! Random: 1566698305, Position: -6.34262 -217.53722
[07:17:19][galaxy_generator.cpp:398]: Creating Star! Random: 1566698312, Position: 240.26502 -297.45131
[07:17:19][galaxy_generator.cpp:398]: Creating Star! Random: 1566698333, Position: 254.25212 -112.43255
[07:17:19][galaxy_generator.cpp:398]: Creating Star! Random: 1566698340, Position: -52.15547 -282.398
[07:17:19][galaxy_generator.cpp:398]: Creating Star! Random: 1566698347, Position: 39.3665 -426.65348
[07:17:19][galaxy_generator.cpp:398]: Creating Star! Random: 1566698361, Position: 3.57348 172.97283
[07:17:19][galaxy_generator.cpp:398]: Creating Star! Random: 1566698368, Position: 304.21794 105.07318
[07:17:19][galaxy_generator.cpp:398]: Creating Star! Random: 1566698375, Position: -165.06228 -193.3756
[07:17:19][galaxy_generator.cpp:398]: Creating Star! Random: 1566698382, Position: 55.47548 307.11491
[07:17:19][galaxy_generator.cpp:398]: Creating Star! Random: 1566698389, Position: -292.46558 -9.75623
[07:17:19][galaxy_generator.cpp:398]: Creating Star! Random: 1566698403, Position: 65.40499 295.77878
[07:17:19][galaxy_generator.cpp:398]: Creating Star! Random: 1566698459, Position: -309.66673 251.44517
[07:17:19][galaxy_generator.cpp:398]: Creating Star! Random: 1566698466, Position: 347.17795 117.59383
[07:17:19][galaxy_generator.cpp:398]: Creating Star! Random: 1566698473, Position: 30.73247 -169.85903
[07:17:19][galaxy_generator.cpp:398]: Creating Star! Random: 1566698480, Position: -85.5775 322.59649
[07:17:19][galaxy_generator.cpp:398]: Creating Star! Random: 1566698487, Position: 275.7214 -75.1586
[07:17:19][galaxy_generator.cpp:398]: Creating Star! Random: 1566698494, Position: -172.25945 -86.38882
[07:17:19][galaxy_generator.cpp:398]: Creating Star! Random: 1566698515, Position: 23.5947 -192.18183
[07:17:19][galaxy_generator.cpp:398]: Creating Star! Random: 1566698522, Position: 67.66109 -282.19506
[07:17:19][galaxy_generator.cpp:398]: Creating Star! Random: 1566698529, Position: -170.09382 -56.91896
[07:17:19][galaxy_generator.cpp:398]: Creating Star! Random: 1566698543, Position: -167.25055 -221.7482
[07:17:19][galaxy_generator.cpp:398]: Creating Star! Random: 1566698550, Position: 24.55489 -285.0381
[07:17:19][galaxy_generator.cpp:398]: Creating Star! Random: 1566698557, Position: -123.1243 79.95014
[07:17:19][galaxy_generator.cpp:398]: Creating Star! Random: 1566698571, Position: -132.92139 -263.39192
[07:17:19][galaxy_generator.cpp:398]: Creating Star! Random: 1566698578, Position: 328.40016 -234.01168
[07:17:19][galaxy_generator.cpp:398]: Creating Star! Random: 1566698585, Position: 196.57537 -117.19427
[07:17:19][galaxy_generator.cpp:398]: Creating Star! Random: 1566698599, Position: -331.85907 211.49745
[07:17:19][galaxy_generator.cpp:398]: Creating Star! Random: 1566698613, Position: 169.87689 -12.51341
[07:17:19][galaxy_generator.cpp:398]: Creating Star! Random: 1566698620, Position: -429.73171 -59.39631
[07:17:19][galaxy_generator.cpp:398]: Creating Star! Random: 1566698627, Position: -318.20845 222.81777
[07:17:19][galaxy_generator.cpp:398]: Creating Star! Random: 1566698634, Position: 267.82536 184.28535
[07:17:19][galaxy_generator.cpp:398]: Creating Star! Random: 1566698641, Position: -8.58297 -169.17995
[07:17:19][galaxy_generator.cpp:398]: Creating Star! Random: 1566698648, Position: -349.14584 -111.09868
[07:17:19][galaxy_generator.cpp:398]: Creating Star! Random: 1566698655, Position: 164.80167 -54.01152
[07:17:19][galaxy_generator.cpp:398]: Creating Star! Random: 1566698662, Position: -347.09031 -40.96231
[07:17:19][galaxy_generator.cpp:398]: Creating Star! Random: 1566698676, Position: 422.63822 -0.07993
[07:17:19][galaxy_generator.cpp:398]: Creating Star! Random: 1566698683, Position: 258.52928 -282.13074
[07:17:19][galaxy_generator.cpp:398]: Creating Star! Random: 1566698690, Position: 268.85517 -238.20973
[07:17:19][galaxy_generator.cpp:398]: Creating Star! Random: 1566698697, Position: 106.3182 244.78687
